"dbms","table_catalog","table_schema","table_name","column_name","ordinal_position","data_type","character_maximum_length","constraint_type","table_schema-2","table_name-2","column_name-2"
"postgresql","LinkGPStracking","tracking","tracked_devices","vehicle_id",3,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","retry_period",6,"interval",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","device_events","created_at",5,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","fixed_schedule",11,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","max_runtime",4,"interval",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","hypertable","status",12,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","anomaly_models_ml","trained_from",5,"date",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","daily_routes","duration_minutes",6,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","gps_positions","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","geofence_events","metadata",7,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_3_chunk","altitude",6,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","dimension","integer_now_func_schema",11,"name",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","device_status","gps_fix",5,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","owner",9,"regrole",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_bucket_function","bucket_func",2,"text",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","check_name",16,"name",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat_history","job_id",2,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","alerts","alert_type",3,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_1_chunk","satellites",7,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_1_chunk","geom",3,"USER-DEFINED",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","geofence_events","position_id",4,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","gps_positions","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","spatial_ref_sys","srtext",4,"character varying",2048,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","geofences","updated_at",8,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","max_retries",5,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","risk_zones","geom",3,"USER-DEFINED",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","tracked_devices","status",4,"character varying",20,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_materialization_ranges","lowest_modified_value",2,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_algorithm","version",2,"smallint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","risk_zones","votes_down",8,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","spatial_ref_sys","auth_srid",3,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_watermark","watermark",2,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","device_events","event_type",3,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","chunk","dropped",6,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","spatial_ref_sys","proj4text",5,"character varying",2048,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","route_anomalies_ml","geom",5,"USER-DEFINED",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_chunk_size","compressed_index_size",8,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_6_chunk","speed",4,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_agg_migrate_plan_step","type",6,"text",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_chunk_size","uncompressed_index_size",5,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_5_chunk","speed",4,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_bucket_function","bucket_offset",5,"text",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_4_chunk","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat","last_start",2,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_2_chunk","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_settings","orderby_nullsfirst",6,"ARRAY",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat","total_duration",8,"interval",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_8_chunk","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_1_chunk","heading",5,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_agg_migrate_plan","start_ts",2,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","chunk","status",7,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","route_clusters_ml","created_at",8,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_agg","materialized_only",10,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat","flags",15,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","risk_zones","created_at",11,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","chunk","creation_time",9,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat","total_runs",7,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_8_chunk","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","tracked_devices","activated_at",5,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_2_chunk","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_7_chunk","altitude",6,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_materialization_ranges","greatest_modified_value",3,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_4_chunk","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_5_chunk","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_agg_migrate_plan_step","end_ts",5,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_1_chunk","altitude",6,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","hypertable","chunk_target_size",9,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_6_chunk","metadata",10,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","continuous_aggs_hypertable_invalidation_log","hypertable_id",1,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","geofences","created_at",6,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_7_chunk","heading",5,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_6_chunk","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_3_chunk","satellites",7,"integer",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_3_chunk","geom",3,"USER-DEFINED",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","tracked_devices","last_seen",6,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_chunk_size","numrows_frozen_immediately",11,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","dimension","num_slices",6,"smallint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_5_chunk","accuracy",8,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","route_clusters_ml","density",7,"double precision",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_settings","index",7,"jsonb",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat","last_finish",3,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","daily_routes_ml","total_distance",6,"double precision",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","geofences","active",5,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","daily_routes","route_geom",4,"USER-DEFINED",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","scheduled",10,"boolean",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","initial_start",12,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","anomaly_models_ml","model_path",3,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","bgw_job_stat_history","execution_finish",5,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","compression_chunk_size","numrows_pre_compression",9,"bigint",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","public","risk_zones","confidence",6,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","telemetry_event","created",1,"timestamp with time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","route_anomalies_ml","anomaly_score",6,"double precision",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_4_chunk","speed",4,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","bgw_job","check_schema",15,"name",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","tracking","daily_routes","route_date",3,"date",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_catalog","chunk_rewrite","new_relid",2,"regclass",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_8_chunk","speed",4,"real",NULL,NULL,NULL,NULL,NULL
"postgresql","LinkGPStracking","_timescaledb_internal","_hyper_1_2_chunk","speed",4,"real",NULL,NULL,NULL,NULL,NULL
